"","actor1","actor2"
"1873",120,59
"1874",59,49
"1875",59,138
"1876",59,138
"1877",130,59
"1878",120,4
"1879",130,53
"1880",130,120
"1881",59,130
"1882",130,109
"1883",130,120
"1884",138,130
"1885",138,130
"1886",130,59
"1887",130,120
"1888",120,130
"1889",130,120
"1890",120,138
"1891",59,49
"1892",130,59
"1893",130,59
"1894",138,59
"1895",138,45
"1896",59,138
"1897",36,102
"1898",45,138
"1899",138,130
"1900",138,130
"1901",59,138
"1902",59,138
"1903",120,4
"1904",59,130
"1905",59,49
"1906",59,130
"1907",59,130
"1908",120,130
"1909",91,117
"1910",130,59
"1911",91,117
"1912",95,58
"1913",67,98
"1914",39,142
"1915",108,95
"1916",95,108
"1917",45,65
"1918",4,138
"1919",45,65
"1920",138,59
"1921",90,39
"1922",5,74
"1923",138,59
"1924",46,20
"1925",91,149
"1926",49,59
"1927",130,65
"1928",138,130
"1929",113,45
"1930",113,45
"1931",65,138
"1932",39,108
"1933",130,138
"1934",130,113
"1935",130,138
"1936",17,61
"1937",17,61
"1938",130,120
"1939",130,49
"1940",130,120
"1941",130,4
"1942",5,69
"1943",130,4
"1944",130,4
"1945",130,138
"1946",122,61
"1947",59,130
"1948",109,53
"1949",59,130
"1950",117,34
"1951",59,49
"1952",130,4
"1953",59,49
"1954",95,53
"1955",138,130
"1956",95,53
"1957",138,130
"1958",62,1
"1959",130,4
"1960",67,24
"1961",117,34
"1962",130,59
"1963",130,65
"1964",120,138
"1965",120,59
"1966",34,117
"1967",117,34
"1968",130,120
"1969",130,120
"1970",130,4
"1971",120,138
"1972",130,4
"1973",130,4
"1974",130,138
"1975",138,130
"1976",117,34
"1977",59,130
"1978",117,20
"1979",59,130
"1980",59,130
"1981",49,59
"1982",39,50
"1983",29,84
"1984",59,49
"1985",138,120
"1986",130,4
"1987",130,4
"1988",34,117
"1989",67,24
"1990",130,4
"1991",130,4
"1992",117,34
"1993",59,109
"1994",117,34
"1995",95,108
"1996",59,138
"1997",130,26
"1998",130,59
"1999",95,49
"2000",59,130
"2001",59,138
"2002",59,138
"2003",59,130
"2004",95,53
"2005",138,130
"2006",138,130
"2007",39,142
"2008",59,109
"2009",59,49
"2010",130,109
"2011",59,130
"2012",130,4
"2013",130,59
"2014",59,65
"2015",59,49
"2016",59,138
"2017",59,130
"2018",59,130
"2019",120,4
"2020",120,59
"2021",120,4
"2022",109,53
"2023",122,61
"2024",50,138
"2025",39,142
"2026",34,17
"2027",130,138
"2028",59,109
"2029",59,130
"2030",130,138
"2031",130,113
"2032",130,4
"2033",130,4
"2034",130,4
"2035",120,59
"2036",120,144
"2037",34,47
"2038",130,120
"2039",120,138
"2040",59,120
"2041",59,109
"2042",67,121
"2043",5,69
"2044",107,24
"2045",120,4
"2046",130,138
"2047",138,59
"2048",7,65
"2049",34,17
"2050",130,120
"2051",39,142
"2052",130,4
"2053",130,26
"2054",131,61
"2055",20,57
"2056",130,4
"2057",59,109
"2058",120,59
"2059",120,59
"2060",59,120
"2061",39,50
"2062",75,58
"2063",130,138
"2064",130,120
"2065",130,138
"2066",59,138
"2067",59,49
"2068",49,59
"2069",24,60
"2070",7,67
"2071",17,61
"2072",117,20
"2073",7,24
"2074",130,4
"2075",59,109
"2076",45,113
"2077",130,59
"2078",130,138
"2079",62,65
"2080",39,142
"2081",120,130
"2082",67,24
"2083",67,24
"2084",59,65
"2085",120,138
"2086",59,109
"2087",59,109
"2088",24,90
"2089",130,120
"2090",138,65
"2091",34,17
"2092",34,117
"2093",130,138
"2094",130,138
"2095",130,138
"2096",130,120
"2097",130,120
"2098",130,59
"2099",130,138
"2100",67,11
"2101",138,65
"2102",59,130
"2103",130,138
"2104",59,130
"2105",75,58
"2106",130,138
"2107",91,117
"2108",91,54
"2109",59,109
"2110",131,61
"2111",34,47
"2112",120,138
"2113",130,120
"2114",130,4
"2115",130,138
"2116",59,49
"2117",60,145
"2118",60,147
"2119",59,120
"2120",59,120
"2121",130,138
"2122",95,108
"2123",17,61
"2124",63,74
"2125",95,53
"2126",108,95
"2127",26,59
"2128",95,108
"2129",59,26
"2130",59,138
"2131",24,61
"2132",130,138
"2133",130,138
"2134",74,63
"2135",49,59
"2136",130,138
"2137",130,120
"2138",59,138
"2139",130,59
"2140",117,17
"2141",130,4
"2142",130,138
"2143",130,4
"2144",67,84
"2145",5,69
"2146",67,45
"2147",120,4
"2148",65,138
"2149",91,117
"2150",24,82
"2151",34,57
"2152",130,138
"2153",120,59
"2154",60,11
"2155",36,140
"2156",130,120
"2157",130,120
"2158",130,4
"2159",108,95
"2160",117,57
"2161",36,128
"2162",59,120
"2163",59,120
"2164",24,98
"2165",59,138
"2166",59,109
"2167",24,98
"2168",24,98
"2169",120,4
"2170",117,20
"2171",60,147
"2172",120,138
"2173",117,34
"2174",130,138
"2175",130,138
"2176",39,142
"2177",48,7
"2178",59,26
"2179",60,147
"2180",130,4
"2181",130,4
"2182",117,9
"2183",138,65
"2184",117,57
"2185",42,107
"2186",95,58
"2187",130,4
"2188",130,4
"2189",29,55
"2190",59,109
"2191",120,59
"2192",138,65
"2193",138,65
"2194",65,138
"2195",24,143
"2196",39,142
"2197",117,57
"2198",138,120
"2199",130,59
"2200",130,120
"2201",67,98
"2202",130,138
"2203",117,57
"2204",130,138
"2205",130,59
"2206",95,26
"2207",120,130
"2208",130,120
"2209",130,4
"2210",130,138
"2211",120,4
"2212",34,57
"2213",120,138
"2214",130,59
"2215",59,130
"2216",120,130
"2217",59,138
"2218",138,59
"2219",130,138
"2220",34,17
"2221",34,17
"2222",130,120
"2223",138,120
"2224",138,154
"2225",130,138
"2226",120,130
"2227",57,31
"2228",34,48
"2229",34,57
"2230",138,120
"2231",120,138
"2232",59,138
"2233",130,109
"2234",120,4
"2235",117,47
"2236",59,130
"2237",34,117
"2238",130,138
"2239",24,67
"2240",130,138
"2241",24,67
"2242",59,109
"2243",7,67
"2244",39,142
"2245",1,124
"2246",130,4
"2247",5,69
"2248",130,120
"2249",138,59
"2250",120,130
"2251",156,69
"2252",11,60
"2253",130,4
"2254",130,138
"2255",130,120
"2256",154,138
"2257",1,11
"2258",1,67
"2259",130,4
"2260",138,154
"2261",59,109
"2262",59,130
"2263",154,138
"2264",120,59
"2265",34,57
"2266",130,138
"2267",17,48
"2268",74,134
"2269",130,138
"2270",67,24
"2271",67,24
"2272",130,138
"2273",130,4
"2274",130,120
"2275",59,109
"2276",120,4
"2277",67,84
"2278",60,24
"2279",60,98
"2280",117,20
"2281",120,130
"2282",130,120
"2283",95,53
"2284",113,45
"2285",95,53
"2286",122,67
"2287",45,138
"2288",59,109
"2289",130,4
"2290",17,73
"2291",130,59
"2292",138,45
"2293",62,65
"2294",59,138
"2295",74,134
"2296",39,142
"2297",95,26
"2298",95,58
"2299",130,120
"2300",59,26
"2301",59,109
"2302",130,120
"2303",130,4
"2304",120,138
"2305",45,24
"2306",138,120
"2307",67,155
"2308",67,143
"2309",120,4
"2310",34,117
"2311",39,50
"2312",156,123
"2313",39,142
"2314",45,98
"2315",45,138
"2316",117,17
"2317",34,57
"2318",59,65
"2319",34,57
"2320",34,73
"2321",59,109
"2322",120,130
"2323",59,65
"2324",120,130
"2325",26,59
"2326",130,120
"2327",130,4
"2328",91,113
"2329",130,4
"2330",130,59
"2331",59,138
"2332",121,11
"2333",130,138
"2334",138,120
"2335",62,65
"2336",138,53
"2337",120,138
"2338",59,109
"2339",59,138
"2340",113,45
"2341",113,91
"2342",120,130
"2343",117,34
"2344",138,59
"2345",121,11
"2346",91,113
"2347",59,65
"2348",5,69
"2349",95,26
"2350",120,4
"2351",120,4
"2352",120,138
"2353",120,4
"2354",120,59
"2355",34,117
"2356",34,117
"2357",130,138
"2358",117,57
"2359",122,61
"2360",120,138
"2361",59,109
"2362",60,121
"2363",59,138
"2364",1,60
"2365",130,120
"2366",59,138
"2367",130,120
"2368",91,149
"2369",95,26
"2370",29,84
"2371",130,109
"2372",130,138
"2373",1,60
"2374",59,138
"2375",60,1
"2376",121,124
"2377",59,4
"2378",59,138
"2379",59,109
"2380",59,26
"2381",120,138
"2382",67,24
"2383",131,61
"2384",120,138
"2385",59,120
"2386",67,24
"2387",59,138
"2388",59,65
"2389",120,4
"2390",120,4
"2391",130,138
"2392",130,109
"2393",82,65
"2394",7,24
"2395",95,108
"2396",59,109
"2397",130,26
"2398",59,138
"2399",60,124
"2400",60,121
"2401",120,130
"2402",130,120
"2403",130,138
"2404",7,124
"2405",121,124
"2406",120,130
"2407",131,61
"2408",121,11
"2409",130,4
"2410",130,120
"2411",108,95
"2412",39,142
"2413",120,4
"2414",39,142
"2415",7,65
"2416",59,109
"2417",7,67
"2418",67,24
"2419",39,142
"2420",120,130
"2421",130,120
"2422",59,130
"2423",147,65
"2424",59,138
"2425",120,130
"2426",65,138
"2427",156,3
"2428",138,65
"2429",109,98
"2430",95,26
"2431",34,47
"2432",121,124
"2433",154,65
"2434",59,4
"2435",95,26
"2436",59,109
"2437",107,24
"2438",24,45
"2439",24,45
"2440",120,130
"2441",120,138
"2442",1,121
"2443",130,138
"2444",95,26
"2445",69,31
"2446",91,149
"2447",120,4
"2448",130,120
"2449",59,138
"2450",69,156
"2451",95,108
"2452",49,138
"2453",120,130
"2454",91,149
"2455",130,138
"2456",53,113
"2457",120,138
"2458",59,109
"2459",154,65
"2460",24,98
"2461",121,7
"2462",130,138
"2463",130,4
"2464",130,138
"2465",53,138
"2466",5,69
"2467",41,74
"2468",5,69
"2469",138,120
"2470",138,120
"2471",41,106
"2472",74,69
"2473",130,138
"2474",113,15
"2475",138,59
"2476",43,121
"2477",7,24
"2478",15,113
"2479",59,109
"2480",107,24
"2481",59,130
"2482",130,59
"2483",113,61
"2484",59,120
"2485",123,135
"2486",130,120
"2487",91,149
"2488",91,149
"2489",59,138
"2490",59,109
"2491",59,65
"2492",65,59
"2493",59,65
"2494",59,65
"2495",59,109
"2496",24,107
"2497",24,67
"2498",24,67
"2499",24,67
"2500",65,7
"2501",67,24
"2502",69,5
"2503",156,69
"2504",130,59
"2505",130,59
"2506",60,121
"2507",24,121
"2508",45,138
"2509",120,130
"2510",120,4
"2511",140,66
"2512",140,66
"2513",120,4
"2514",121,67
"2515",130,120
"2516",130,120
"2517",120,130
"2518",120,138
"2519",43,112
"2520",63,74
"2521",120,4
"2522",41,63
"2523",138,65
"2524",156,69
"2525",43,123
"2526",58,91
"2527",120,138
"2528",90,10
"2529",5,69
"2530",5,69
"2531",117,34
"2532",69,103
"2533",74,63
"2534",130,120
"2535",130,120
"2536",77,113
"2537",20,117
"2538",130,120
"2539",131,61
"2540",140,69
"2541",47,72
"2542",47,72
"2543",45,138
"2544",59,130
"2545",59,130
"2546",45,138
"2547",130,120
"2548",130,59
"2549",59,109
"2550",59,109
"2551",41,63
"2552",59,120
"2553",34,117
"2554",130,59
"2555",120,59
"2556",69,103
"2557",70,69
"2558",117,20
"2559",41,63
"2560",41,63
"2561",120,4
"2562",120,4
"2563",90,10
"2564",59,138
"2565",59,138
"2566",59,109
"2567",59,138
"2568",59,136
"2569",122,131
"2570",24,121
"2571",59,138
"2572",59,120
"2573",3,46
"2574",95,53
"2575",120,130
"2576",59,109
"2577",130,120
"2578",53,24
"2579",20,117
"2580",130,59
"2581",130,26
"2582",130,138
"2583",59,130
"2584",117,20
"2585",24,67
"2586",24,67
"2587",59,109
"2588",130,120
"2589",106,63
"2590",34,117
"2591",24,61
"2592",130,109
"2593",130,138
"2594",130,59
"2595",69,5
"2596",69,103
"2597",154,138
"2598",5,69
"2599",69,102
"2600",69,103
"2601",59,130
"2602",130,4
"2603",20,117
"2604",138,45
"2605",123,135
"2606",95,26
"2607",120,130
"2608",95,26
"2609",130,120
"2610",130,120
"2611",130,138
"2612",122,20
"2613",130,109
"2614",91,149
"2615",130,4
"2616",130,120
"2617",138,4
"2618",67,24
"2619",67,121
"2620",120,138
"2621",34,117
"2622",24,67
"2623",59,109
"2624",130,26
"2625",130,120
"2626",130,4
"2627",34,57
"2628",138,120
"2629",120,130
"2630",120,130
"2631",120,138
"2632",130,59
"2633",34,47
"2634",117,34
"2635",60,147
"2636",123,41
"2637",34,57
"2638",17,61
"2639",118,112
"2640",59,138
"2641",59,138
"2642",57,47
"2643",39,50
"2644",57,47
"2645",59,49
"2646",90,83
"2647",59,109
"2648",59,138
"2649",59,138
"2650",120,59
"2651",24,121
"2652",24,98
"2653",120,138
"2654",57,72
"2655",130,138
"2656",140,128
"2657",59,109
"2658",60,68
"2659",95,58
"2660",117,91
"2661",120,59
"2662",59,120
"2663",59,120
"2664",138,120
"2665",59,65
"2666",74,69
"2667",59,138
"2668",95,26
"2669",117,57
"2670",154,138
"2671",117,57
"2672",59,138
"2673",59,109
"2674",49,59
"2675",59,49
"2676",59,109
"2677",95,58
"2678",49,59
"2679",59,49
"2680",53,59
"2681",121,60
"2682",130,120
"2683",41,63
"2684",138,59
"2685",59,53
"2686",53,59
"2687",59,138
"2688",59,53
"2689",67,11
"2690",59,4
"2691",48,59
"2692",67,24
"2693",24,67
"2694",49,59
"2695",138,59
"2696",138,59
"2697",130,138
"2698",59,48
"2699",59,49
"2700",34,57
"2701",39,142
"2702",117,47
"2703",49,59
"2704",120,4
"2705",91,149
"2706",62,50
"2707",130,4
"2708",120,4
"2709",45,138
"2710",130,138
"2711",130,138
"2712",24,11
"2713",60,7
"2714",72,57
"2715",72,57
"2716",41,123
"2717",120,4
"2718",59,109
"2719",140,156
"2720",34,48
"2721",43,156
"2722",59,138
"2723",39,90
"2724",43,112
"2725",59,49
"2726",34,17
"2727",91,117
"2728",77,113
"2729",59,49
"2730",59,138
"2731",95,58
"2732",59,109
"2733",60,45
"2734",34,48
"2735",3,89
"2736",39,108
"2737",59,138
"2738",138,59
"2739",34,48
"2740",67,11
"2741",130,4
"2742",120,59
"2743",59,49
"2744",59,120
"2745",120,59
"2746",59,120
"2747",156,55
"2748",120,4
"2749",7,82
"2750",38,48
"2751",59,109
"2752",45,113
"2753",67,11
"2754",123,121
"2755",39,108
"2756",65,138
"2757",65,138
"2758",51,64
"2759",69,31
"2760",59,120
"2761",59,120
"2762",5,69
"2763",24,67
"2764",24,121
"2765",67,24
"2766",120,76
"2767",130,120
"2768",130,59
"2769",156,55
"2770",95,26
"2771",108,123
"2772",59,109
"2773",7,82
"2774",3,89
"2775",3,89
"2776",5,69
"2777",130,4
"2778",41,63
"2779",59,26
"2780",120,59
"2781",117,57
"2782",67,11
"2783",130,59
"2784",130,4
"2785",130,4
"2786",5,69
"2787",59,120
"2788",59,138
"2789",34,57
"2790",135,156
"2791",59,109
"2792",26,59
"2793",59,26
"2794",95,108
"2795",60,147
"2796",95,53
"2797",7,67
"2798",82,147
"2799",59,65
"2800",65,59
"2801",59,65
"2802",91,117
"2803",59,65
"2804",130,4
"2805",130,59
"2806",59,109
"2807",130,120
"2808",59,109
"2809",59,138
"2810",130,109
"2811",130,109
"2812",130,138
"2813",24,67
"2814",24,7
"2815",24,7
"2816",24,67
"2817",24,90
"2818",26,59
"2819",95,26
"2820",95,26
"2821",29,143
"2822",130,138
"2823",39,142
"2824",130,4
"2825",130,109
"2826",138,65
"2827",24,122
"2828",39,142
"2829",90,39
"2830",74,5
"2831",59,109
"2832",130,138
"2833",59,138
"2834",59,26
"2835",59,138
"2836",59,130
"2837",26,59
"2838",45,53
"2839",45,138
"2840",130,120
"2841",59,130
"2842",130,59
"2843",130,59
"2844",130,138
"2845",130,59
"2846",130,4
"2847",59,130
"2848",130,120
"2849",130,138
"2850",59,130
"2851",130,4
"2852",5,69
"2853",1,154
"2854",147,65
"2855",34,57
"2856",5,69
"2857",59,130
"2858",5,69
"2859",74,5
"2860",69,5
"2861",5,69
"2862",59,138
"2863",130,4
"2864",117,34
"2865",65,59
"2866",90,121
"2867",59,138
"2868",7,24
"2869",1,154
"2870",39,108
"2871",5,69
"2872",130,138
"2873",65,138
"2874",85,100
"2875",138,65
"2876",65,138
"2877",138,113
"2878",90,121
"2879",74,5
"2880",24,67
"2881",59,109
"2882",154,138
"2883",130,59
"2884",120,59
"2885",106,118
"2886",88,123
"2887",59,120
"2888",154,138
"2889",59,138
"2890",1,100
"2891",59,138
"2892",69,103
"2893",130,138
"2894",95,58
"2895",69,156
"2896",59,65
"2897",59,130
"2898",59,130
"2899",130,138
"2900",59,130
"2901",59,130
"2902",130,59
"2903",7,67
"2904",59,138
"2905",117,57
"2906",57,47
"2907",123,88
"2908",57,72
"2909",57,72
"2910",95,58
"2911",130,120
"2912",59,109
"2913",69,102
"2914",130,138
"2915",130,4
"2916",59,65
"2917",109,98
"2918",65,59
"2919",130,138
"2920",130,138
"2921",130,138
"2922",59,109
"2923",59,65
"2924",130,4
"2925",95,83
"2926",5,69
"2927",138,130
"2928",67,24
"2929",121,60
"2930",59,138
"2931",59,138
"2932",59,138
"2933",59,138
"2934",130,120
"2935",130,4
"2936",147,154
"2937",117,34
"2938",59,130
"2939",130,4
"2940",130,4
"2941",59,138
"2942",43,69
"2943",122,131
"2944",130,4
"2945",77,113
"2946",77,53
"2947",59,130
"2948",130,138
"2949",59,109
"2950",82,65
"2951",34,47
"2952",82,147
"2953",67,98
"2954",130,4
"2955",130,59
"2956",130,4
"2957",24,122
"2958",7,121
"2959",7,82
"2960",43,121
"2961",67,24
"2962",120,130
"2963",60,121
"2964",130,4
"2965",130,59
"2966",65,138
"2967",74,134
"2968",130,59
"2969",67,24
"2970",24,121
"2971",67,90
"2972",34,57
"2973",24,67
"2974",34,57
"2975",130,138
"2976",95,53
"2977",90,78
"2978",17,117
"2979",117,47
"2980",1,67
"2981",156,69
"2982",122,61
"2983",130,4
"2984",130,4
"2985",130,138
"2986",130,26
"2987",130,59
"2988",130,138
"2989",24,121
"2990",24,67
"2991",59,109
"2992",130,59
"2993",59,138
"2994",98,67
"2995",67,24
"2996",67,24
"2997",131,113
"2998",131,113
"2999",130,4
"3000",154,138
"3001",5,69
"3002",5,69
"3003",74,134
"3004",74,5
"3005",24,67
"3006",24,67
"3007",59,130
"3008",60,11
"3009",130,4
"3010",60,67
"3011",156,69
"3012",59,130
"3013",109,98
"3014",109,113
"3015",59,109
"3016",130,138
"3017",43,112
"3018",43,102
"3019",130,138
"3020",82,65
"3021",20,17
"3022",130,138
"3023",130,59
"3024",24,67
"3025",34,17
"3026",67,11
"3027",95,58
"3028",95,53
"3029",67,60
"3030",67,24
"3031",59,109
"3032",60,67
"3033",85,100
"3034",95,26
"3035",117,27
"3036",85,100
"3037",65,59
"3038",65,59
"3039",138,59
"3040",156,36
"3041",74,134
"3042",5,69
"3043",117,57
"3044",65,154
"3045",59,109
"3046",59,65
"3047",113,77
"3048",5,69
"3049",69,5
"3050",5,69
"3051",109,98
"3052",138,59
"3053",59,65
"3054",109,113
"3055",59,65
"3056",90,65
"3057",59,65
"3058",67,11
"3059",67,11
"3060",59,65
"3061",59,65
"3062",123,63
"3063",95,58
"3064",59,138
"3065",107,24
"3066",95,91
"3067",156,55
"3068",59,138
"3069",24,67
"3070",77,113
"3071",34,57
"3072",34,117
"3073",138,59
"3074",109,98
"3075",135,123
"3076",113,25
"3077",59,109
"3078",59,109
"3079",26,59
"3080",49,59
"3081",59,49
"3082",65,138
"3083",49,59
"3084",59,49
"3085",49,59
"3086",59,49
"3087",59,65
"3088",59,4
"3089",24,113
"3090",24,67
"3091",69,74
"3092",140,43
"3093",39,50
"3094",34,17
"3095",5,74
"3096",113,24
"3097",29,67
"3098",67,29
"3099",74,5
"3100",74,63
"3101",59,138
"3102",123,53
"3103",130,59
"3104",140,156
"3105",45,11
"3106",59,109
"3107",1,118
"3108",24,98
"3109",39,54
"3110",5,74
"3111",67,122
"3112",67,24
"3113",98,67
"3114",138,154
"3115",156,75
"3116",20,131
"3117",57,72
"3118",34,117
"3119",117,34
"3120",123,53
"3121",46,20
"3122",34,117
"3123",109,24
"3124",61,122
"3125",45,138
"3126",82,147
"3127",123,134
"3128",138,45
"3129",45,138
"3130",69,103
"3131",107,24
"3132",34,17
"3133",34,47
"3134",61,20
"3135",1,154
"3136",72,57
"3137",140,156
"3138",53,138
"3139",130,138
"3140",107,24
"3141",91,149
"3142",107,24
"3143",59,109
"3144",59,109
"3145",59,65
"3146",53,58
"3147",156,123
"3148",69,5
"3149",1,154
"3150",66,140
"3151",49,59
"3152",24,67
"3153",17,73
"3154",123,43
"3155",5,69
"3156",130,120
"3157",130,59
"3158",130,138
"3159",59,130
"3160",27,72
"3161",138,45
"3162",138,15
"3163",59,109
"3164",91,149
"3165",130,120
"3166",61,131
"3167",61,131
"3168",138,65
"3169",67,24
"3170",130,120
"3171",69,102
"3172",100,59
"3173",65,138
"3174",5,69
"3175",138,154
"3176",117,27
"3177",67,24
"3178",67,135
"3179",156,135
"3180",59,109
"3181",138,154
"3182",67,53
"3183",67,121
"3184",51,64
"3185",117,27
"3186",117,27
"3187",117,34
"3188",39,90
"3189",117,57
"3190",67,24
"3191",58,95
"3192",1,53
"3193",59,120
"3194",59,120
"3195",95,58
"3196",120,59
"3197",61,122
"3198",5,69
"3199",5,69
"3200",61,122
"3201",138,45
"3202",59,109
"3203",67,11
"3204",130,120
"3205",82,147
"3206",113,77
"3207",113,138
"3208",34,117
"3209",34,17
"3210",90,135
"3211",131,61
"3212",39,142
"3213",46,131
"3214",41,74
"3215",34,17
"3216",120,130
"3217",59,120
"3218",20,131
"3219",117,34
"3220",63,108
"3221",120,130
"3222",59,109
"3223",59,138
"3224",88,108
"3225",39,108
"3226",39,142
"3227",120,59
"3228",61,124
"3229",138,59
"3230",46,20
"3231",59,109
"3232",59,109
"3233",59,53
"3234",120,59
"3235",65,138
"3236",138,53
"3237",61,122
"3238",5,74
"3239",69,102
"3240",113,53
"3241",53,59
"3242",53,59
"3243",28,123
"3244",131,61
"3245",59,109
"3246",59,154
"3247",34,117
"3248",120,4
"3249",7,148
"3250",120,130
"3251",130,120
"3252",24,131
"3253",69,5
"3254",120,59
"3255",60,11
"3256",60,65
"3257",5,69
"3258",69,5
"3259",117,57
"3260",156,30
"3261",60,24
"3262",156,102
"3263",138,65
"3264",138,65
"3265",95,53
"3266",39,50
"3267",117,57
"3268",120,59
"3269",5,139
"3270",117,17
"3271",69,75
"3272",61,60
"3273",59,109
"3274",120,130
"3275",39,108
"3276",82,65
"3277",34,117
"3278",59,65
"3279",59,65
"3280",60,82
"3281",65,59
"3282",65,59
"3283",74,63
"3284",69,5
"3285",17,56
"3286",39,142
"3287",138,65
"3288",138,65
"3289",27,57
"3290",65,60
"3291",72,57
"3292",72,27
"3293",57,47
"3294",138,61
"3295",72,57
"3296",60,65
"3297",130,120
"3298",122,138
"3299",107,24
"3300",138,130
"3301",82,147
"3302",39,108
"3303",131,24
"3304",82,65
"3305",34,117
"3306",60,98
"3307",59,109
"3308",39,142
"3309",91,149
"3310",77,113
"3311",39,50
"3312",138,130
"3313",138,59
"3314",90,156
"3315",39,94
"3316",98,60
"3317",3,20
"3318",59,109
"3319",39,142
"3320",34,57
"3321",28,108
"3322",46,18
"3323",46,18
"3324",60,98
"3325",59,120
"3326",59,138
"3327",95,58
"3328",122,61
"3329",131,61
"3330",130,120
"3331",130,138
"3332",17,73
